ID,strs3,creg23,conflict_pre,conflict_post,closeness_pre,closeness_post
138,225051515,1,2.2857143878936768,1.2857142686843872,2.875,3.375
139,225051515,1,2.5714285373687744,3.0,3.25,3.25
137,225051515,1,3.857142925262451,2.5714285373687744,3.75,4.0
140,225051516,1,2.0,2.4285714626312256,4.125,4.5
141,225051517,2,3.0,2.7142856121063232,4.875,4.875
144,225051518,2,1.4285714626312256,2.142857074737549,4.375,3.875
142,225051518,2,4.0,4.5714287757873535,2.625,3.125
143,225051518,2,1.7142857313156128,2.5714285373687744,4.5,5.0
146,225051530,2,4.714285850524902,4.428571224212647,3.375,4.375
145,225051530,2,4.714285850524902,3.857142925262451,3.625,4.5
148,225051531,1,1.5714285373687744,2.142857074737549,4.5,4.375
149,225051531,1,2.5714285373687744,1.2857142686843872,3.125,3.5
150,225051532,1,1.5714285373687744,2.142857074737549,5.0,4.25
151,225051533,2,3.5714285373687744,3.5714285373687744,4.25,4.25
152,225051533,2,1.5714285373687744,1.4285714626312256,4.5,4.375
153,225051533,2,4.0,2.4285714626312256,4.5,4.25
156,225052520,2,3.857142925262451,2.857142925262451,4.5,4.125
157,225052521,2,4.0,1.8571428060531616,4.25,4.625
158,225052522,1,3.0,2.5714285373687744,4.875,4.625
160,225052524,2,2.142857074737549,1.4285714626312256,3.75,4.0
159,225052524,2,4.0,3.142857074737549,4.25,4.5
161,225052524,2,2.7142856121063232,3.2857143878936768,3.875,4.125
162,225052525,1,2.7142856121063232,2.0,3.875,5.0
164,225052525,1,3.4285714626312256,3.5714285373687744,3.875,3.5
163,225052525,1,4.5714287757873535,4.5714287757873535,3.5,3.625
165,225052526,2,3.5714285373687744,2.857142925262451,2.25,3.5
168,225052527,1,1.4285714626312256,1.1428571939468384,3.75,4.375
167,225052527,1,3.0,1.5714285373687744,3.125,4.0
166,225052527,1,1.5714285373687744,1.1428571939468384,4.625,4.625
170,225052528,1,4.857142925262451,4.142857074737549,3.25,4.125
169,225052528,1,3.2857143878936768,3.0,3.75,4.75
174,235051540,1,3.142857074737549,2.7142856121063232,3.75,3.875
172,235051540,1,3.5714285373687744,2.857142925262451,2.25,3.125
173,235051540,1,2.2857143878936768,2.142857074737549,4.125,5.0
175,235053534,1,3.857142925262451,2.857142925262451,3.375,4.75
176,235053534,1,4.428571224212647,4.285714149475098,3.875,3.75
177,235053534,1,4.0,1.7142857313156128,3.75,4.5
180,235053539,2,2.2857143878936768,2.4285714626312256,4.875,5.0
179,235053539,2,3.5714285373687744,1.8571428060531616,5.0,4.5
178,235053539,2,3.857142925262451,3.857142925262451,4.625,5.0
181,235154535,1,4.5714287757873535,3.142857074737549,2.875,4.125
182,235154535,1,4.428571224212647,4.714285850524902,2.75,3.5
184,235154536,2,3.142857074737549,3.0,2.875,4.0
185,235154536,2,3.7142856121063232,2.857142925262451,3.5,4.5
188,235155537,1,3.142857074737549,2.5714285373687744,3.5,4.0
186,235155537,1,3.2857143878936768,2.142857074737549,2.75,4.25
191,245161541,1,3.2857143878936768,1.5714285373687744,4.5,4.5
192,245161542,1,2.142857074737549,3.142857074737549,3.125,4.375
193,245161542,1,2.7142856121063232,3.857142925262451,4.0,4.875
196,245161543,2,3.857142925262451,1.5714285373687744,4.5,4.75
194,245161543,2,3.7142856121063232,3.142857074737549,4.75,4.75
195,245161543,2,3.7142856121063232,2.7142856121063232,4.0,5.0
197,245256554,2,3.5714285373687744,2.5714285373687744,3.5,3.5
198,245256555,1,3.857142925262451,1.8571428060531616,3.875,4.875
200,245256556,1,3.7142856121063232,2.4285714626312256,3.0,2.75
201,245256556,1,3.4285714626312256,2.5714285373687744,4.5,4.375
203,245256557,1,2.857142925262451,4.5714287757873535,3.5,3.25
202,245256557,1,2.4285714626312256,2.2857143878936768,3.875,4.625
204,245256558,2,3.142857074737549,2.5714285373687744,3.375,3.625
207,245256559,1,2.0,1.4285714626312256,4.875,5.0
206,245256559,1,2.5714285373687744,1.8571428060531616,3.375,5.0
205,245256559,1,3.5714285373687744,2.857142925262451,3.375,4.375
208,245257553,1,4.428571224212647,2.142857074737549,4.375,4.5
209,245257553,1,2.2857143878936768,3.2857143878936768,4.5,3.75
211,245258549,1,4.428571224212647,3.7142856121063232,3.625,4.125
212,245258549,1,4.714285850524902,4.285714149475098,3.875,4.0
210,245258549,1,3.7142856121063232,3.857142925262451,4.125,4.125
213,245258550,2,4.142857074737549,4.0,4.125,4.5
214,245258550,2,4.0,1.7142857313156128,4.875,5.0
216,245258551,1,4.428571224212647,3.857142925262451,4.125,3.75
215,245258551,1,5.0,4.714285850524902,3.875,4.0
218,245258552,2,4.5714287757873535,2.142857074737549,4.625,5.0
217,245258552,2,4.714285850524902,4.5714287757873535,4.5,4.625
221,245259544,1,3.7142856121063232,2.7142856121063232,4.375,5.0
220,245259544,1,3.142857074737549,3.857142925262451,4.25,5.0
224,245259545,2,3.7142856121063232,3.142857074737549,4.375,4.0
223,245259545,2,1.8571428060531616,2.5714285373687744,4.625,4.25
225,245259565,1,3.2857143878936768,3.857142925262451,2.875,5.0
228,245259566,2,2.4285714626312256,3.0,4.125,4.5
227,245259566,2,3.2857143878936768,3.0,3.875,4.25
230,245260548,1,4.142857074737549,3.2857143878936768,4.0,4.125
229,245260548,1,2.0,3.142857074737549,4.625,4.75
234,245260561,1,4.428571224212647,2.0,3.125,4.375
233,245260561,1,4.0,2.4285714626312256,3.625,4.5
236,245260562,2,3.142857074737549,3.0,4.25,4.0
235,245260562,2,2.7142856121063232,4.142857074737549,4.125,4.125
237,245260562,2,3.7142856121063232,2.5714285373687744,3.5,4.125
238,110102723,1,3.982293016857977,3.142857074737549,3.6063423017782856,4.625
239,110102751,2,4.061757122807506,4.428571224212647,3.996872671088223,3.875
240,110102905,2,4.982968133370969,3.5714285373687744,2.1556558004080704,2.875
242,110102520,1,4.622899957638587,1.8571428060531616,4.295207746007099,5.0
241,110102555,1,4.169278007006318,2.0,4.236634800617433,5.0
245,110102669,2,2.27621084865841,1.8571428060531616,4.967729740208592,4.875
244,110102632,2,1.9041367867751011,2.5714285373687744,4.641072227725826,4.875
243,110102828,2,1.8563208283827322,1.5714285373687744,4.430492848917047,5.0
248,110103523,1,3.2550601672445465,2.4285714626312256,4.747229994247683,4.5
249,110103047,1,3.118368495288896,2.2857143878936768,3.6625369417811675,4.875
250,110103081,1,3.0138563569615817,1.7142857313156128,4.107642138255426,5.0
251,110104003,2,4.939760970555282,5.0,3.530844188522552,3.875
252,110103638,2,2.3458895213731825,2.7142856121063232,3.7203677475834094,3.75
253,110103853,1,3.8288167603566166,2.5714285373687744,3.880565654594924,3.875
255,110103561,1,4.799662212342989,4.142857074737549,3.9120991255246382,3.375
254,110103974,1,3.028363923011935,2.142857074737549,3.8654455654507234,3.375
256,120104800,1,2.2622978124602455,1.7142857313156128,4.390721114660723,4.75
257,120104516,2,3.6144644705856117,3.0,4.883035389610215,4.5
258,120105012,2,3.69977741272643,3.4285714626312256,4.455514324479648,3.75
261,120104539,1,3.254485844079542,1.8571428060531616,4.43834755414136,4.5
260,120104792,1,3.7575190243313763,1.8571428060531616,4.765870909402478,4.625
259,120104911,1,3.407518645936096,3.857142925262451,3.861574033206795,3.625
262,120104479,1,3.3422269360137444,2.142857074737549,3.686605993220619,4.5
265,120104167,2,3.4194227066495686,2.2857143878936768,4.476891830131461,5.0
264,120104568,2,2.3324937686617586,3.4285714626312256,4.273856960367769,4.0
263,120104490,2,3.2705016892046266,2.857142925262451,3.605333165159129,4.5
267,120104559,1,2.863204677570992,1.8571428060531616,3.480171000415798,4.0
266,120105011,1,3.7029185463677456,2.4285714626312256,4.48094499995971,4.75
268,120104175,1,2.4056202972937992,2.2857143878936768,4.772236828159118,4.625
270,120104269,1,3.7210858627340775,4.142857074737549,4.292734952805521,4.75
269,120104307,1,2.758268420099466,3.7142856121063232,4.310623585903274,4.625
272,120105004,2,2.8936104336191,1.2857142686843872,4.201595764411692,4.875
273,120104959,2,3.082717638590315,1.8571428060531616,4.585156608632862,4.25
274,120104670,2,2.2941156334137176,2.4285714626312256,4.1536735160011204,3.75
277,120104979,1,3.2870546625396715,2.142857074737549,4.631337614640413,4.375
276,120104533,1,3.62080592410573,2.4285714626312256,4.389088727236087,4.5
275,120104154,1,1.9367535753175962,1.7142857313156128,4.544563277783991,4.625
278,120104693,1,1.0,1.0,5.0,4.875
280,120105034,2,2.7916930964730615,4.428571224212647,4.791012370089643,4.5
279,120105551,2,2.1980881560936294,3.2857143878936768,3.6835461186293244,4.125
282,120105234,2,2.962110318413381,3.5714285373687744,3.5748340900725144,3.125
281,120105621,2,2.7809670276959855,2.2857143878936768,3.448963980951238,4.25
283,120105667,1,1.6602434390808123,1.0,3.24642750377638,4.625
284,120105588,1,2.5514092529327193,2.2857143878936768,3.425446065992991,4.25
285,120105627,2,2.9669215092960264,3.142857074737549,4.651189343816621,4.625
287,120105291,2,3.548684629314809,3.0,4.676564327023982,3.375
290,120105347,1,2.4517821934746524,1.7142857313156128,4.554840509569545,4.75
289,120105481,1,3.6115172004712184,3.7142856121063232,4.349161842471683,4.5
291,120105120,1,3.165204867513807,1.5714285373687744,2.2353494036479433,3.375
292,120105731,1,3.8372746230202117,1.2857142686843872,2.408328818893235,3.5
295,120105770,1,2.328091280532056,2.142857074737549,4.4673600818124015,4.5
293,120105825,1,1.590804733661214,1.4285714626312256,4.60095520351697,4.625
294,120105460,1,1.4484822022817343,1.5714285373687744,5.0,4.5
296,130107036,1,1.7034988454886195,2.2857143878936768,3.613168936833941,4.25
298,130106938,1,2.5480072139117436,3.2857143878936768,4.880272405689584,4.75
297,130106188,1,4.6164913196240605,4.142857074737549,3.0866440101905956,3.875
299,130106893,1,4.908121642119015,4.714285850524902,3.33095282287448,4.125
301,130106196,2,4.466454351251601,4.714285850524902,3.4533656586914896,3.375
300,130106856,2,2.8473703427252426,2.7142856121063232,3.381111687183789,4.625
302,130106838,2,3.0335939979844553,2.0,3.2791553013734718,3.75
303,130106451,2,4.719495916376514,4.428571224212647,3.1789927516804766,3.625
304,130106457,1,4.465454133299576,4.142857074737549,3.9287017004949925,3.625
306,130106659,1,4.225497741432263,3.5714285373687744,4.906824107455496,4.625
305,130106454,1,2.36296666230827,2.4285714626312256,3.7792032398758266,4.5
307,130106284,2,2.6439509447229934,1.8571428060531616,3.211146806477994,2.75
308,130106508,2,3.200228110708001,2.0,3.861189232693229,3.375
309,130107620,1,2.8303399208806517,2.7142856121063232,3.8450165266104745,4.875
310,130107245,1,4.39855183773068,4.0,4.618064652693554,4.75
313,130107775,2,3.35683394053819,4.285714149475098,2.148655481434797,2.75
312,130108025,2,3.8378910135242545,4.428571224212647,3.5535664599995616,4.0
311,130107676,2,3.960356222703579,3.857142925262451,3.945040577582127,4.0
317,140102094,2,1.7136180447148912,3.857142925262451,4.888987700718246,4.5
316,140102162,2,2.632951945097851,2.4285714626312256,4.360841972960816,4.5
318,140102928,2,2.3335700896078997,3.0,4.608965526406893,4.875
320,140103061,1,2.655326428363365,2.0,3.933344039191005,3.75
319,140102522,1,2.9152412010502573,4.0,3.6545826703304067,3.75
323,140102543,1,2.8991724950382336,3.0,3.554499977041873,4.125
324,140102991,1,4.378512573146892,4.428571224212647,3.036840740767584,3.25
327,140104967,1,3.390661512653132,3.0,3.7472230178520767,3.625
325,140104191,1,3.1430933622208146,3.142857074737549,4.170875555046959,3.625
326,140104250,1,3.3351393036592976,2.7142856121063232,4.228780440499164,4.0
329,140104290,2,4.240632747511018,4.285714149475098,3.4417751188298173,3.125
330,140106018,1,1.7256855264068214,1.2857142686843872,4.4133449259356,5.0
332,140105105,2,2.694438854170904,3.142857074737549,4.555424036938899,4.625
333,140107390,2,3.037131349399619,2.2857143878936768,4.010774973667475,4.75
334,140107778,1,3.541228184591464,2.7142856121063232,2.6945499744738286,3.75
335,140107231,1,3.26483968613472,4.5714287757873535,1.875,2.5
337,140109684,1,3.280286578677563,3.857142925262451,3.8868534691076553,4.125
336,140109329,1,3.232569491486616,2.5714285373687744,3.556212834451657,4.375
339,140109321,1,2.4190570318766165,3.4285714626312256,4.8727501314417125,4.875
341,140109337,1,3.3263591036143545,2.2857143878936768,3.674333368774358,4.875
340,140109489,1,2.599255860369905,3.5714285373687744,3.7961427430462966,3.75
343,140110513,2,3.5900657263137403,4.285714149475098,4.72009583054796,4.375
344,140110798,2,4.187067381458083,4.428571224212647,4.084278504203765,4.125
342,140110131,2,3.4997513958397053,4.428571224212647,4.745875711167782,3.75
345,140110588,2,2.9435471252816883,2.7142856121063232,3.643400149207004,4.0
346,140110441,2,3.8676577513632022,4.142857074737549,3.306649170457074,3.0
347,140110323,2,2.9853638993076603,3.4285714626312256,4.788004320094357,4.625
349,140110183,1,4.023520953161468,4.142857074737549,3.7128327169854694,4.0
348,140110179,1,2.4629158871730152,2.4285714626312256,4.402201659415472,4.875
350,215052231,1,3.034226369577921,1.7142857313156128,4.537257673516865,4.875
351,215052033,2,3.7898303484272127,2.5714285373687744,4.374607945271269,4.0
352,215052311,1,3.0344833189997797,1.8571428060531616,4.204115991873742,4.875
355,215051649,1,3.989549273967578,4.0,4.144778135533251,4.375
354,215051569,1,3.4718203382319226,2.7142856121063232,3.1523036710973535,4.75
353,215051768,1,3.2284218491260623,2.857142925262451,4.287254430865397,3.375
356,215052110,2,3.6721985664714807,2.857142925262451,3.3068976135145056,4.125
358,215052090,1,4.189178919765978,4.142857074737549,3.3018229360859794,3.0
357,215052313,1,4.974667360716398,3.7142856121063232,3.465878024549198,3.75
360,215051543,1,2.2918945169521208,1.7142857313156128,4.096524302421662,4.5
359,215051991,1,2.3194050329194926,2.4285714626312256,3.9930076658949885,4.625
361,215051703,1,3.379888011660563,2.5714285373687744,3.587659162439663,4.5
363,215051948,2,2.8143145866513017,2.142857074737549,4.005615061794849,5.0
362,215051561,2,3.609121659678297,1.2857142686843872,4.830321952466282,5.0
364,215052014,2,2.02433562412892,1.1428571939468384,4.90294558409433,5.0
366,215051632,2,2.5041773302302133,2.5714285373687744,4.7755827248353,4.125
365,215051856,2,2.185264890107156,2.7142856121063232,4.570207759328967,4.5
367,225053435,2,2.230105473667477,2.2857143878936768,3.579513334007352,4.125
369,225052831,2,2.81789919824141,2.5714285373687744,4.087682685424864,4.0
368,225053440,2,1.7360602780826677,2.857142925262451,3.799276547359954,4.125
372,225053500,1,1.6108830669477825,2.0,4.853508730880001,5.0
370,225052517,1,3.0323015520734677,2.4285714626312256,4.681815071508928,4.75
371,225052952,1,2.2381510908424125,1.8571428060531616,4.80610730000655,4.75
373,225053133,1,3.1119005182138815,2.857142925262451,3.3694015018202372,4.75
375,225053299,1,2.1919028533018987,1.2857142686843872,2.9894908315487903,3.375
376,225053484,1,2.544633979592799,3.0,3.142178127442582,3.25
374,225053028,1,3.84275529770909,2.5714285373687744,3.7334931147788097,4.0
377,225053221,1,1.9564555070919334,2.4285714626312256,4.200848445681247,4.5
378,225053346,2,3.0759033840718635,2.7142856121063232,4.819927966818433,4.875
381,225052824,2,1.4542782217870738,2.142857074737549,4.316167991067093,3.875
379,225053378,2,3.8818361275436746,4.5714287757873535,2.5642123378694053,3.125
380,225053330,2,1.7595439217229014,2.5714285373687744,4.652085670730006,5.0
383,225052807,2,4.727937781164931,4.428571224212647,3.4239403067775256,4.375
382,225052877,2,4.558007431364621,3.857142925262451,3.5923355941651955,4.5
385,225053284,1,1.434682745814076,2.142857074737549,4.422175810308988,4.375
386,225052846,1,2.5750862731194526,1.2857142686843872,3.0699911330690837,3.5
387,225052872,1,1.5347184206037559,2.142857074737549,5.0,4.25
388,225052731,2,3.6920281022022343,3.5714285373687744,4.240258280335708,4.25
389,225053373,2,1.5963009163967983,1.4285714626312256,4.621096897502851,4.375
390,225052928,2,4.031992986058193,2.4285714626312256,4.611978918358781,4.25
393,225053696,2,3.837150794354577,2.857142925262451,4.543073874670737,4.125
394,225054112,2,3.920479118770533,1.8571428060531616,4.205176457694342,4.625
395,225054413,1,3.030418035255257,2.5714285373687744,4.82134206332492,4.625
397,225054254,2,2.0533405603067543,1.4285714626312256,3.766785479072229,4.0
396,225054222,2,4.021183698476695,3.142857074737549,4.2307183570793665,4.5
398,225054263,2,2.791970794035559,3.2857143878936768,3.8995560986670643,4.125
399,225054169,1,2.8094808168125893,2.0,3.81672503585638,5.0
401,225054149,1,3.5516837225066906,3.5714285373687744,3.850217697257656,3.5
400,225053728,1,4.641977648501634,4.5714287757873535,3.5481653240986786,3.625
402,225054298,2,3.756893296090519,2.857142925262451,2.346772444607467,3.5
405,225054144,1,1.26702272398251,1.1428571939468384,3.658867605465049,4.375
404,225054171,1,3.0733874882399954,1.5714285373687744,3.148489847621524,4.0
403,225053949,1,1.3718906855520392,1.1428571939468384,4.507040772789141,4.625
407,225053792,1,4.726636920241515,4.142857074737549,3.2047862945398315,4.125
406,225054099,1,3.374587109561832,3.0,3.6945954915663726,4.75
411,235053498,1,3.1137445426271264,2.7142856121063232,3.746367939168698,3.875
409,235053505,1,3.5829999400960117,2.857142925262451,2.1860682112091756,3.125
410,235052975,1,2.107025616941883,2.142857074737549,4.000914361474441,5.0
412,235055294,1,3.9103895893303005,2.857142925262451,3.427177014728531,4.75
413,235054674,1,4.422360804899771,4.285714149475098,4.015542953931452,3.75
414,235055212,1,4.0209720710837695,1.7142857313156128,3.754985008736955,4.5
417,235055224,2,2.4932825887184444,2.4285714626312256,4.847777718601602,5.0
416,235054677,2,3.59399234730883,1.8571428060531616,4.969934994079883,4.5
415,235054875,2,3.7505507494470818,3.857142925262451,4.463364153412988,5.0
418,235156160,1,4.508726108843372,3.142857074737549,2.877997478274942,4.125
419,235155938,1,4.369088752972731,4.714285850524902,2.8133455397074965,3.5
421,235155802,2,3.094820794230847,3.0,2.8645158909959996,4.0
422,235155795,2,3.7197445856273714,2.857142925262451,3.5799733735532673,4.5
425,235156927,1,3.1724408521567233,2.5714285373687744,3.520788746756849,4.0
423,235156983,1,3.4515895978767333,2.142857074737549,2.7485326356979995,4.25
428,245163183,1,3.2089567631846885,1.5714285373687744,4.598461039649041,4.5
429,245162741,1,2.1880579660306467,3.142857074737549,3.141555502514603,4.375
430,245162676,1,2.586292126400817,3.857142925262451,3.914390466650382,4.875
433,245162863,2,3.9998995922638825,1.5714285373687744,4.39710343491809,4.75
431,245162778,2,3.713982656444346,3.142857074737549,4.776359778443939,4.75
432,245162926,2,3.8131391297297936,2.7142856121063232,3.9102126909530277,5.0
434,245258315,2,3.3765052174815726,2.5714285373687744,3.538796167513962,3.5
435,245258222,1,3.8630829072269637,1.8571428060531616,3.8863212654250896,4.875
437,245257862,1,3.7499386080822306,2.4285714626312256,3.056311185145194,2.75
438,245257923,1,3.4347362634373053,2.5714285373687744,4.424043064619896,4.375
440,245258275,1,3.063509951487404,4.5714287757873535,3.4244684009179807,3.25
439,245257893,1,2.3974599268936654,2.2857143878936768,4.025655746280472,4.625
441,245257643,2,3.107090897008667,2.5714285373687744,3.242581734212546,3.625
444,245258531,1,1.8807272030504472,1.4285714626312256,4.751422810339186,5.0
443,245258232,1,2.655911093958751,1.8571428060531616,3.267867793960812,5.0
442,245258119,1,3.477815778184031,2.857142925262451,3.4525570263074106,4.375
445,245259180,1,4.336377360607895,2.142857074737549,4.374824448702285,4.5
446,245258968,1,2.377730331760916,3.2857143878936768,4.630427692900229,3.75
448,245259733,1,4.260576767036424,3.7142856121063232,3.5549489445102163,4.125
449,245259654,1,4.704048331211951,4.285714149475098,4.034977753001432,4.0
447,245260038,1,3.7253162057672946,3.857142925262451,4.210334277230505,4.125
450,245260370,2,3.952567554801699,4.0,4.234744441089989,4.5
451,245259965,2,3.979635031368748,1.7142857313156128,4.852122982813475,5.0
453,245260549,1,4.394634238589745,3.857142925262451,3.945023406085351,3.75
452,245259750,1,5.0,4.714285850524902,3.7797174017872552,4.0
